item	item_index	1	2	3	4	5	6	model	lang
It is important to her to form her views independently.	1	0.13632655143737793	0.278395414352417	0.10730405896902084	0.1808827668428421	0.16697528958320618	0.13011592626571655	joeddav/xlm-roberta-large-xnli	en
It is important to her that her country is secure and stable.	2	0.10287187993526459	0.20485053956508636	0.11773589998483658	0.2162083089351654	0.25607526302337646	0.10225804895162582	joeddav/xlm-roberta-large-xnli	en
It is important to her to have a good time.	3	0.10235171020030975	0.27055680751800537	0.10569293797016144	0.15565647184848785	0.29283735156059265	0.07290469110012054	joeddav/xlm-roberta-large-xnli	en
It is important to her to avoid upsetting other people.	4	0.11490252614021301	0.23241811990737915	0.12665507197380066	0.23878422379493713	0.17825649678707123	0.10898353159427643	joeddav/xlm-roberta-large-xnli	en
It is important to her that the weak and vulnerable in society be protected.	5	0.11712007969617844	0.2997809648513794	0.10332927852869034	0.1865391731262207	0.2140711545944214	0.07915940880775452	joeddav/xlm-roberta-large-xnli	en
It is important to her that people do what she says they should.	6	0.10039260238409042	0.25284332036972046	0.13195198774337769	0.20512694120407104	0.18039880692958832	0.12928634881973267	joeddav/xlm-roberta-large-xnli	en
It is important to her never to think she deserves more than other people.	7	0.13868649303913116	0.40388786792755127	0.09937962144613266	0.16097867488861084	0.10690014064311981	0.09016723930835724	joeddav/xlm-roberta-large-xnli	en
It is important to her to care for nature.	8	0.10939066857099533	0.18984302878379822	0.11611612886190414	0.2393386960029602	0.24380195140838623	0.10150951147079468	joeddav/xlm-roberta-large-xnli	en
It is important to her that no one should ever shame her.	9	0.11390631645917892	0.3127250671386719	0.1179572343826294	0.14627422392368317	0.21257351338863373	0.09656372666358948	joeddav/xlm-roberta-large-xnli	en
It is important to her always to look for different things to do.	10	0.16142496466636658	0.30963242053985596	0.10451056063175201	0.19387704133987427	0.12328245490789413	0.10727257281541824	joeddav/xlm-roberta-large-xnli	en
It is important to her to take care of people she is close to.	11	0.07763110101222992	0.1971469521522522	0.1292431652545929	0.1598484367132187	0.3311898708343506	0.1049405187368393	joeddav/xlm-roberta-large-xnli	en
It is important to her to have the power that money can bring.	12	0.06441835314035416	0.19657497107982635	0.14450888335704803	0.19697745144367218	0.2866613268852234	0.11085891723632812	joeddav/xlm-roberta-large-xnli	en
It is very important to her to avoid disease and protect her health.	13	0.08885902911424637	0.2372237741947174	0.10540739446878433	0.15368059277534485	0.3291512131690979	0.0856781005859375	joeddav/xlm-roberta-large-xnli	en
It is important to her to be tolerant toward all kinds of people and groups.	14	0.13890260457992554	0.2288949191570282	0.13014142215251923	0.18120037019252777	0.19021359086036682	0.13064703345298767	joeddav/xlm-roberta-large-xnli	en
It is important to her never to violate rules or regulations.	15	0.1121591180562973	0.22476588189601898	0.09667938947677612	0.2536024749279022	0.22520650923252106	0.08758661150932312	joeddav/xlm-roberta-large-xnli	en
It is important to her to make her own decisions about her life.	16	0.10619664192199707	0.25118371844291687	0.09339701384305954	0.17664693295955658	0.27094611525535583	0.10162957012653351	joeddav/xlm-roberta-large-xnli	en
It is important to her to have ambitions in life.	17	0.1445312201976776	0.3083329200744629	0.10864833742380142	0.1738581657409668	0.1565515547990799	0.10807787626981735	joeddav/xlm-roberta-large-xnli	en
It is important to her to maintain traditional values and ways of thinking.	18	0.05960216373205185	0.24712292850017548	0.12786974012851715	0.1672796607017517	0.2827380895614624	0.115387462079525	joeddav/xlm-roberta-large-xnli	en
It is important to her that people she knows have full confidence in her.	19	0.09209489822387695	0.18798723816871643	0.12917600572109222	0.14696095883846283	0.3560265898704529	0.08775441348552704	joeddav/xlm-roberta-large-xnli	en
It is important to her to be wealthy.	20	0.09922084212303162	0.20195037126541138	0.12969329953193665	0.17109324038028717	0.30173665285110474	0.09630565345287323	joeddav/xlm-roberta-large-xnli	en
It is important to her to take part in activities to defend nature.	21	0.10431171208620071	0.20070324838161469	0.10721417516469955	0.23469173908233643	0.2577005624771118	0.09537859261035919	joeddav/xlm-roberta-large-xnli	en
It is important to her never to annoy anyone.	22	0.16813455522060394	0.27278822660446167	0.10453328490257263	0.1704663336277008	0.17479145526885986	0.10928606241941452	joeddav/xlm-roberta-large-xnli	en
It is important to her to develop her own opinions.	23	0.11381211131811142	0.20671984553337097	0.1312762349843979	0.19119998812675476	0.20843788981437683	0.14855389297008514	joeddav/xlm-roberta-large-xnli	en
It is important to her to protect her public image.	24	0.11173741519451141	0.21061961352825165	0.11365174502134323	0.28026559948921204	0.18516238033771515	0.0985633134841919	joeddav/xlm-roberta-large-xnli	en
It is very important to her to help the people dear to her.	25	0.062446363270282745	0.2490980327129364	0.1216331273317337	0.1823083460330963	0.29791733622550964	0.08659681677818298	joeddav/xlm-roberta-large-xnli	en
It is important to her to be personally safe and secure.	26	0.09912048280239105	0.2511370778083801	0.09379461407661438	0.1736251413822174	0.31012654304504395	0.07219617068767548	joeddav/xlm-roberta-large-xnli	en
It is important to her to be a dependable and trustworthy friend.	27	0.1276167780160904	0.2854364812374115	0.1088021770119667	0.15181811153888702	0.22667038440704346	0.09965604543685913	joeddav/xlm-roberta-large-xnli	en
It is important to her to take risks that make life exciting.	28	0.08807235956192017	0.29085060954093933	0.10943762958049774	0.17652203142642975	0.22848330438137054	0.10663405060768127	joeddav/xlm-roberta-large-xnli	en
It is important to her to have the power to make people do what she wants.	29	0.07816694676876068	0.19113396108150482	0.13211898505687714	0.2186143696308136	0.2329787313938141	0.14698702096939087	joeddav/xlm-roberta-large-xnli	en
It is important to her to plan her activities independently.	30	0.10885694622993469	0.21599650382995605	0.09812497347593307	0.20298971235752106	0.26497021317481995	0.10906162112951279	joeddav/xlm-roberta-large-xnli	en
It is important to her to follow rules even when no-one is watching.	31	0.10613999515771866	0.19414041936397552	0.09502091258764267	0.17061841487884521	0.3606671690940857	0.07341313362121582	joeddav/xlm-roberta-large-xnli	en
It is important to her to be very successful.	32	0.11798853427171707	0.26962417364120483	0.12353161722421646	0.1754634529352188	0.22424618899822235	0.08914607763290405	joeddav/xlm-roberta-large-xnli	en
It is important to her to follow her family’s customs or the customs of a religion.	33	0.09653755277395248	0.1802927553653717	0.15247489511966705	0.20215995609760284	0.25455671548843384	0.11397810280323029	joeddav/xlm-roberta-large-xnli	en
It is important to her to listen to and understand people who are different from her.	34	0.15809455513954163	0.6480453014373779	0.07766943424940109	0.04094100743532181	0.04630596935749054	0.02894357219338417	joeddav/xlm-roberta-large-xnli	en
It is important to her to have a strong state that can defend its citizens.	35	0.14314328134059906	0.24337121844291687	0.11862452328205109	0.18267306685447693	0.18026666343212128	0.13192124664783478	joeddav/xlm-roberta-large-xnli	en
It is important to her to enjoy life’s pleasures.	36	0.09436245262622833	0.1863870471715927	0.12132667005062103	0.18571443855762482	0.319034218788147	0.09317519515752792	joeddav/xlm-roberta-large-xnli	en
It is important to her that every person in the world have equal opportunities in life.	37	0.16829228401184082	0.23882754147052765	0.1223573237657547	0.21326841413974762	0.12541458010673523	0.131839781999588	joeddav/xlm-roberta-large-xnli	en
It is important to her to be humble.	38	0.1019802987575531	0.2850036919116974	0.11199616640806198	0.17599491775035858	0.24513119459152222	0.07989379018545151	joeddav/xlm-roberta-large-xnli	en
It is important to her to figure things out herself.	39	0.11164940148591995	0.26517176628112793	0.1070472002029419	0.19603408873081207	0.22248899936676025	0.09760866314172745	joeddav/xlm-roberta-large-xnli	en
It is important to her to honor the traditional practices of her culture.	40	0.1319599598646164	0.2807503044605255	0.12066482752561569	0.20837391912937164	0.14760878682136536	0.1106421947479248	joeddav/xlm-roberta-large-xnli	en
It is important to her to be the one who tells others what to do.	41	0.10737189650535583	0.24150589108467102	0.1448643058538437	0.19289912283420563	0.1919078826904297	0.12145092338323593	joeddav/xlm-roberta-large-xnli	en
It is important to her to obey all the laws.	42	0.08820943534374237	0.1798744797706604	0.12830781936645508	0.22501307725906372	0.2815723419189453	0.09702283143997192	joeddav/xlm-roberta-large-xnli	en
It is important to her to have all sorts of new experiences.	43	0.13454210758209229	0.27380478382110596	0.12297750264406204	0.20152993500232697	0.12615831196308136	0.14098742604255676	joeddav/xlm-roberta-large-xnli	en
It is important to her to own expensive things that show her wealth	44	0.12618502974510193	0.2451184093952179	0.12486371397972107	0.18700595200061798	0.21790842711925507	0.09891849756240845	joeddav/xlm-roberta-large-xnli	en
It is important to her to protect the natural environment from destruction or pollution.	45	0.08787566423416138	0.17069794237613678	0.13516204059123993	0.261863112449646	0.23660047352313995	0.10780081152915955	joeddav/xlm-roberta-large-xnli	en
It is important to her to take advantage of every opportunity to have fun.	46	0.11737347394227982	0.24181818962097168	0.11853226274251938	0.18510735034942627	0.20499052107334137	0.13217821717262268	joeddav/xlm-roberta-large-xnli	en
It is important to her to concern herself with every need of her dear ones.	47	0.14562749862670898	0.2937873303890228	0.11820092052221298	0.1496952474117279	0.19397148489952087	0.09871754050254822	joeddav/xlm-roberta-large-xnli	en
It is important to her that people recognize what she achieves.	48	0.07298301160335541	0.2100984901189804	0.13489879667758942	0.19095075130462646	0.259232759475708	0.13183626532554626	joeddav/xlm-roberta-large-xnli	en
It is important to her never to be humiliated.	49	0.15333451330661774	0.3169202208518982	0.10523165762424469	0.1579534262418747	0.18924596905708313	0.07731423527002335	joeddav/xlm-roberta-large-xnli	en
It is important to her that her country protect itself against all threats.	50	0.12030851095914841	0.22013643383979797	0.13837766647338867	0.2424849420785904	0.16218845546245575	0.11650391668081284	joeddav/xlm-roberta-large-xnli	en
It is important to her never to make other people angry.	51	0.16156600415706635	0.2570006549358368	0.11778254061937332	0.2021614909172058	0.15767283737659454	0.10381647199392319	joeddav/xlm-roberta-large-xnli	en
It is important to her that everyone be treated justly, even people she doesn’t know.	52	0.15585964918136597	0.3663446307182312	0.09960757941007614	0.13579756021499634	0.15889927744865417	0.08349128812551498	joeddav/xlm-roberta-large-xnli	en
It is important to her to avoid anything dangerous.	53	0.11949504911899567	0.31342974305152893	0.11868000775575638	0.18170100450515747	0.15607671439647675	0.11061751842498779	joeddav/xlm-roberta-large-xnli	en
It is important to her to be satisfied with what she has and not ask for more.	54	0.12544134259223938	0.2655266523361206	0.0961940810084343	0.16509869694709778	0.2697244882583618	0.07801470905542374	joeddav/xlm-roberta-large-xnli	en
It is important to her that all her friends and family can rely on her completely.	55	0.06962308287620544	0.11799279600381851	0.10404237359762192	0.19006916880607605	0.43011021614074707	0.08816234767436981	joeddav/xlm-roberta-large-xnli	en
It is important to her to be free to choose what she does by herself.	56	0.129055917263031	0.28212231397628784	0.09718988835811615	0.19739598035812378	0.18562017381191254	0.1086157038807869	joeddav/xlm-roberta-large-xnli	en
It is important to her to accept people even when she disagrees with them.	57	0.14676973223686218	0.4013980031013489	0.09013207256793976	0.1283010095357895	0.1612521857023239	0.07214697450399399	joeddav/xlm-roberta-large-xnli	en
It is important to her to form her views independently.	1	0.028938235715031624	0.14871521294116974	0.28970104455947876	0.20082135498523712	0.1774059534072876	0.1544182300567627	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her that her country is secure and stable.	2	0.022992659360170364	0.05287930741906166	0.32233354449272156	0.2511293888092041	0.22066892683506012	0.12999624013900757	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to have a good time.	3	0.020141910761594772	0.09167763590812683	0.37618446350097656	0.19211576879024506	0.20412763953208923	0.11575255542993546	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to avoid upsetting other people.	4	0.029659328982234	0.19218036532402039	0.3168814480304718	0.22375816106796265	0.14077341556549072	0.0967472493648529	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her that the weak and vulnerable in society be protected.	5	0.022495362907648087	0.08778716623783112	0.3419855833053589	0.22466225922107697	0.20666807889938354	0.1164015680551529	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her that people do what she says they should.	6	0.025741571560502052	0.05989978089928627	0.33976492285728455	0.2178371548652649	0.19209784269332886	0.16465869545936584	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her never to think she deserves more than other people.	7	0.10177933424711227	0.26503801345825195	0.23590686917304993	0.1769140660762787	0.13058489561080933	0.08977677673101425	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to care for nature.	8	0.026823045685887337	0.09247978776693344	0.3481672704219818	0.23227719962596893	0.14981378614902496	0.15043894946575165	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her that no one should ever shame her.	9	0.04719798266887665	0.15985968708992004	0.2789560556411743	0.19578370451927185	0.19179274141788483	0.1264098733663559	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her always to look for different things to do.	10	0.03378373384475708	0.20951178669929504	0.2986958622932434	0.19627423584461212	0.14564351737499237	0.11609083414077759	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to take care of people she is close to.	11	0.024077042937278748	0.041561275720596313	0.38576599955558777	0.17771698534488678	0.17779947817325592	0.19307929277420044	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to have the power that money can bring.	12	0.02329767681658268	0.09554417431354523	0.3501017689704895	0.2185918241739273	0.1900220662355423	0.12244252115488052	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is very important to her to avoid disease and protect her health.	13	0.020555827766656876	0.05364323407411575	0.32004016637802124	0.23212853074073792	0.22068731486797333	0.1529449224472046	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to be tolerant toward all kinds of people and groups.	14	0.02147318795323372	0.03634948655962944	0.32287225127220154	0.3191007375717163	0.17554441094398499	0.12465997040271759	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her never to violate rules or regulations.	15	0.050625286996364594	0.12001563608646393	0.2552548944950104	0.2467886358499527	0.2298741340637207	0.09744151681661606	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to make her own decisions about her life.	16	0.0284456554800272	0.10190422087907791	0.3302026391029358	0.1972145289182663	0.17683205008506775	0.16540095210075378	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to have ambitions in life.	17	0.023219697177410126	0.08441434055566788	0.3462127149105072	0.18123887479305267	0.23401287198066711	0.13090147078037262	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to maintain traditional values and ways of thinking.	18	0.0224493145942688	0.07247622311115265	0.308458536863327	0.2801141142845154	0.21687817573547363	0.09962364286184311	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her that people she knows have full confidence in her.	19	0.027696119621396065	0.051680970937013626	0.3658669590950012	0.21166688203811646	0.20924174785614014	0.13384726643562317	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to be wealthy.	20	0.02644718624651432	0.11755391955375671	0.35077139735221863	0.15707527101039886	0.22346839308738708	0.12468377500772476	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to take part in activities to defend nature.	21	0.023428769782185555	0.06412041187286377	0.3772549629211426	0.26186060905456543	0.1450749933719635	0.12826021015644073	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her never to annoy anyone.	22	0.09529081732034683	0.29653844237327576	0.19632183015346527	0.17355793714523315	0.16232462227344513	0.07596642524003983	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to develop her own opinions.	23	0.02197430096566677	0.096654511988163	0.3546768128871918	0.17203448712825775	0.20815697312355042	0.14650297164916992	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to protect her public image.	24	0.026803310960531235	0.11079531162977219	0.32323670387268066	0.21883249282836914	0.17554712295532227	0.1447850465774536	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is very important to her to help the people dear to her.	25	0.026285581290721893	0.05100449174642563	0.3264075219631195	0.25632327795028687	0.1581030935049057	0.1818760186433792	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to be personally safe and secure.	26	0.0199186559766531	0.0736202746629715	0.38445761799812317	0.2042200118303299	0.21278847754001617	0.10499488562345505	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to be a dependable and trustworthy friend.	27	0.019369948655366898	0.03688903525471687	0.34153515100479126	0.2253860980272293	0.24610567092895508	0.13071408867835999	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to take risks that make life exciting.	28	0.029148360714316368	0.07455534487962723	0.34957602620124817	0.20524100959300995	0.17020083963871002	0.17127835750579834	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to have the power to make people do what she wants.	29	0.026315992698073387	0.06581472605466843	0.3688680827617645	0.18446125090122223	0.18522800505161285	0.16931197047233582	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to plan her activities independently.	30	0.027380667626857758	0.100629523396492	0.26839479804039	0.25802940130233765	0.1875210404396057	0.15804457664489746	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to follow rules even when no-one is watching.	31	0.029764985665678978	0.09582111984491348	0.30171316862106323	0.2548370659351349	0.21231411397457123	0.10554953664541245	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to be very successful.	32	0.02657540887594223	0.0970134362578392	0.37248703837394714	0.16153886914253235	0.2238871455192566	0.1184980496764183	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to follow her family’s customs or the customs of a religion.	33	0.028981376439332962	0.07694797217845917	0.3651145398616791	0.22428631782531738	0.169801265001297	0.13486850261688232	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to listen to and understand people who are different from her.	34	0.02838832698762417	0.42585209012031555	0.2824540138244629	0.12449102848768234	0.07376828044652939	0.0650462880730629	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to have a strong state that can defend its citizens.	35	0.018919317051768303	0.06347466260194778	0.38056454062461853	0.1924760341644287	0.2357185333967209	0.10884685814380646	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to enjoy life’s pleasures.	36	0.021742772310972214	0.0659509226679802	0.35647138953208923	0.20166945457458496	0.23174017667770386	0.12242535501718521	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her that every person in the world have equal opportunities in life.	37	0.034155476838350296	0.0911223441362381	0.27959343791007996	0.24462904036045074	0.22507964074611664	0.1254200041294098	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to be humble.	38	0.02148778922855854	0.1269618272781372	0.3130534589290619	0.2631920576095581	0.1704929918050766	0.10481186956167221	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to figure things out herself.	39	0.021971238777041435	0.09354893863201141	0.3546449840068817	0.1985207349061966	0.1941659152507782	0.1371481716632843	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to honor the traditional practices of her culture.	40	0.021215856075286865	0.03973553702235222	0.32495447993278503	0.24892744421958923	0.22700311243534088	0.13816355168819427	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to be the one who tells others what to do.	41	0.02492685243487358	0.08038249611854553	0.35609909892082214	0.2282162755727768	0.19381998479366302	0.11655527353286743	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to obey all the laws.	42	0.027071135118603706	0.10064148902893066	0.3021809458732605	0.253884494304657	0.2071688026189804	0.10905314981937408	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to have all sorts of new experiences.	43	0.03010190837085247	0.08058243989944458	0.3547627031803131	0.20839053392410278	0.19668301939964294	0.12947936356067657	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to own expensive things that show her wealth	44	0.028245901688933372	0.050151120871305466	0.28897470235824585	0.21970127522945404	0.2696717381477356	0.14325518906116486	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to protect the natural environment from destruction or pollution.	45	0.02258452959358692	0.06028074771165848	0.3690200448036194	0.25570163130760193	0.1818659007549286	0.11054711043834686	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to take advantage of every opportunity to have fun.	46	0.02342795766890049	0.061010777950286865	0.34003347158432007	0.21703509986400604	0.22885280847549438	0.1296398639678955	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to concern herself with every need of her dear ones.	47	0.024967344477772713	0.038334134966135025	0.3508787155151367	0.20434243977069855	0.2040184736251831	0.17745883762836456	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her that people recognize what she achieves.	48	0.022336183115839958	0.07040635496377945	0.34324410557746887	0.21059836447238922	0.22740663588047028	0.12600837647914886	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her never to be humiliated.	49	0.04778483510017395	0.2038300782442093	0.2513090968132019	0.18311890959739685	0.19395452737808228	0.12000255286693573	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her that her country protect itself against all threats.	50	0.023114308714866638	0.056433286517858505	0.31348320841789246	0.23804980516433716	0.24483662843704224	0.12408273667097092	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her never to make other people angry.	51	0.0772867426276207	0.23611855506896973	0.22008036077022552	0.2181914895772934	0.15894629061222076	0.08937647938728333	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her that everyone be treated justly, even people she doesn’t know.	52	0.02248464897274971	0.06066906452178955	0.36631882190704346	0.2099529206752777	0.2094411700963974	0.13113340735435486	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to avoid anything dangerous.	53	0.027744021266698837	0.11995750665664673	0.32425710558891296	0.2217983603477478	0.1954399049282074	0.11080311238765717	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her to be satisfied with what she has and not ask for more.	54	0.02321660704910755	0.05722628906369209	0.3134271204471588	0.23697467148303986	0.25357484817504883	0.11558043956756592	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is important to her that all her friends and family can rely on her completely.	55	0.03126445412635803	0.05006711930036545	0.2974611818790436	0.23740814626216888	0.24614590406417847	0.137653186917305	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
